
2024-04-19 13:30:09,348: Key.down
2024-04-19 13:30:09,380: Key.down
2024-04-19 13:30:09,422: Key.down
2024-04-19 13:30:09,438: Key.down
2024-04-19 13:30:09,438: Key.down
2024-04-19 13:30:09,468: Key.down
2024-04-19 13:30:09,498: Key.down
2024-04-19 13:30:09,534: Key.down
2024-04-19 13:30:09,559: Key.down
2024-04-19 13:30:09,589: Key.down
2024-04-19 13:30:09,618: Key.down
2024-04-19 13:30:09,647: Key.down
2024-04-19 13:30:09,995: Key.up
2024-04-19 13:30:09,995: Key.up
2024-04-19 13:30:10,781: Key.up
2024-04-19 13:30:11,125: Key.up
2024-04-19 13:30:11,125: Key.up
2024-04-19 13:30:12,560: Key.backspace
2024-04-19 13:30:12,560: Key.backspace
